epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,4613.97,2.29218,6.8934,2.06545,0.00356,0.86512,0.04525,0.01244,0.57199,5.59689,0.55711,0.008119,0.008119,0.008119
21,4842.62,2.29153,6.8443,2.072,0.02609,0.46079,0.04933,0.01464,0.56285,2.57505,0.56156,0.00802,0.00802,0.00802
22,5073.31,2.29593,6.75564,2.0634,0.02451,0.55521,0.06043,0.01695,0.56235,14.6359,0.54781,0.007921,0.007921,0.007921
23,5301.99,2.2458,6.71143,2.04376,0.00549,0.82967,0.05349,0.01632,0.55998,3.29408,0.56213,0.007822,0.007822,0.007822
24,5532.02,2.24933,6.65111,2.02494,0.56664,0.19632,0.07375,0.02284,0.56073,7.90965,0.54264,0.007723,0.007723,0.007723
25,5761.19,2.26257,6.82071,2.05695,0.05671,0.14571,0.04421,0.01396,0.5519,2.89953,0.5288,0.007624,0.007624,0.007624
26,5990.57,2.24261,6.81379,2.04671,0.0408,0.19785,0.05874,0.01642,0.56708,4.69378,0.55985,0.007525,0.007525,0.007525
27,6220.59,2.24302,6.67624,2.01016,0.00364,0.86124,0.05921,0.01525,0.56264,6.69431,0.54049,0.007426,0.007426,0.007426
28,6451,2.23505,6.74251,2.03817,0.00301,0.87183,0.05679,0.0173,0.55075,8.95401,0.55421,0.007327,0.007327,0.007327
29,6681.67,2.23561,6.56015,2.01164,0.5801,0.11043,0.06004,0.01899,0.55944,9.37526,0.56215,0.007228,0.007228,0.007228
30,6911.5,2.18456,6.50551,2.00468,0.54528,0.15031,0.06048,0.01779,0.54941,9.93101,0.53715,0.007129,0.007129,0.007129
31,7140.46,2.23409,6.59269,2.04212,0.56868,0.15184,0.0632,0.01995,0.53899,3.38148,0.5284,0.00703,0.00703,0.00703
32,7370.13,2.19835,6.61269,2.00891,0.57349,0.12577,0.05834,0.01833,0.53953,4.00463,0.53245,0.006931,0.006931,0.006931
33,7599.67,2.19572,6.5571,2.02226,0.55601,0.18558,0.07247,0.02138,0.54855,4.18359,0.53798,0.006832,0.006832,0.006832
34,7842.07,2.21784,6.589,2.01424,0.57706,0.12577,0.06382,0.02065,0.54808,7.3946,0.53788,0.006733,0.006733,0.006733
35,8071.57,2.14883,6.46378,1.96091,0.5627,0.13344,0.06999,0.02156,0.53948,4.03001,0.53865,0.006634,0.006634,0.006634
36,8301.15,2.16644,6.39327,1.99801,0.57048,0.16258,0.06471,0.01999,0.55378,3.2942,0.55174,0.006535,0.006535,0.006535
37,8530.71,2.2007,6.47451,2.01022,0.56696,0.18098,0.06541,0.02051,0.53663,8.07671,0.53914,0.006436,0.006436,0.006436
38,8759.77,2.15662,6.4329,1.97781,0.56459,0.15184,0.06645,0.02192,0.53646,3.03078,0.52634,0.006337,0.006337,0.006337
39,8988.77,2.19372,6.54221,1.9888,0.57737,0.1319,0.06623,0.02008,0.54716,3.45891,0.53846,0.006238,0.006238,0.006238
40,9218.31,2.16606,6.36926,1.97185,0.56991,0.13497,0.06993,0.02249,0.53201,4.88728,0.52673,0.006139,0.006139,0.006139
41,9447.41,2.16388,6.41728,1.97798,0.56074,0.13957,0.05907,0.01911,0.54524,5.11342,0.53586,0.00604,0.00604,0.00604
42,9683.69,2.13249,6.26948,1.94937,0.58558,0.14571,0.06622,0.01967,0.5436,10.7849,0.54292,0.005941,0.005941,0.005941
43,9917.55,2.15975,6.4913,1.99695,0.58548,0.1319,0.0658,0.02043,0.53364,3.81191,0.53792,0.005842,0.005842,0.005842
44,10147.2,2.1335,6.26021,1.96987,0.57096,0.13037,0.06175,0.02068,0.53738,2.98726,0.53166,0.005743,0.005743,0.005743
